CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50112321,NOLITA COFFEE NYC,Manhattan,223,MOTT STREET,10012,6468339942,Coffee/Tea,07/08/2021,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Critical,30,N,,02/21/2022,Pre-permit (Non-operational) / Initial Inspection,40.722293373347,-73.995209014209,102,01,004300,1007499,1004940028,MN24
50112321,NOLITA COFFEE NYC,Manhattan,223,MOTT STREET,10012,6468339942,Coffee/Tea,07/08/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30,N,,02/21/2022,Pre-permit (Non-operational) / Initial Inspection,40.722293373347,-73.995209014209,102,01,004300,1007499,1004940028,MN24
50018036,BUSHWICK PUBLIC HOUSE,Brooklyn,201,CENTRAL AVENUE,11221,9179668500,Coffee/Tea,07/14/2021,Violations were cited in the following area(s).,18F,Permit not conspicuously displayed.,Not Critical,,,,02/21/2022,Administrative Miscellaneous / Re-inspection,40.697832066758,-73.924706797917,304,37,042100,3073788,3032440004,BK78
50112768,CUPKINS PLAY CAFE,Queens,20803,35TH AVE,11361,7185022633,Coffee/Tea,07/16/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,N,,02/21/2022,Pre-permit (Non-operational) / Initial Inspection,40.767491898707,-73.779966085,411,19,109700,4135652,4060970028,QN46
50112768,CUPKINS PLAY CAFE,Queens,20803,35TH AVE,11361,7185022633,Coffee/Tea,07/16/2021,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,N,,02/21/2022,Pre-permit (Non-operational) / Initial Inspection,40.767491898707,-73.779966085,411,19,109700,4135652,4060970028,QN46
50105457,STARBUCKS,Manhattan,284,SAINT NICHOLAS AVENUE,10027,2126519656,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.810288956433,-73.952918830361,110,09,025700,1059298,1019510022,MN11
50105457,STARBUCKS,Manhattan,284,SAINT NICHOLAS AVENUE,10027,2126519656,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,10,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.810288956433,-73.952918830361,110,09,025700,1059298,1019510022,MN11
50111042,BLANK STREET,Brooklyn,253,BERGEN STREET,11217,9175103862,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.683997237797,-73.983471974578,302,33,003900,3332453,3001970060,BK38
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,38,WASHINGTON AVENUE,11205,7188551000,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,02/21/2022,Cycle Inspection / Initial Inspection,40.697451500687,-73.967690973089,302,35,054300,3334432,3018740030,BK99
50057950,ASTOR PLATE CAFE,Manhattan,26,ASTOR PLACE,10003,9174163314,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,6,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.729805561137,-73.991199897037,102,02,005700,1087152,1005447502,MN23
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,38,WASHINGTON AVENUE,11205,7188551000,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,02/21/2022,Cycle Inspection / Initial Inspection,40.697451500687,-73.967690973089,302,35,054300,3334432,3018740030,BK99
50009731,BON CAFE ET RESTAURANT,Queens,4131,QUEENS BLVD,11104,6469633156,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,,,02/21/2022,Cycle Inspection / Initial Inspection,40.743663074805,-73.92299834905,402,26,018102,4002472,4001880043,QN31
50057594,ARLO LIQUOR BAR BODEGA,Manhattan,231,HUDSON STREET,10013,2123427000,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.724274927162,-74.007839700964,102,03,003700,1088827,1005940115,MN24
50107262,SIPPY CAFE,Brooklyn,200,FRANKLIN STREET,11222,3479779167,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.732320642569,-73.957982334723,301,33,056300,3064253,3025320001,BK76
50105514,CAFFE BENE,Manhattan,9,EDWARD M MORGAN PLACE,10032,9146232750,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,5,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.834658948622,-73.945420979164,112,07,024100,1076745,1021340180,MN36
50105457,STARBUCKS,Manhattan,284,SAINT NICHOLAS AVENUE,10027,2126519656,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.810288956433,-73.952918830361,110,09,025700,1059298,1019510022,MN11
50104818,BLUE BOTTLE COFFEE,Manhattan,2901,BROADWAY,10025,9174859549,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,26,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.806173485886,-73.965250308478,109,07,019900,1057350,1018950055,MN09
50009731,BON CAFE ET RESTAURANT,Queens,4131,QUEENS BLVD,11104,6469633156,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,,,02/21/2022,Cycle Inspection / Initial Inspection,40.743663074805,-73.92299834905,402,26,018102,4002472,4001880043,QN31
50105717,LITTLE TOWN COFFEE SHOP,Queens,90-17,130 STREET,11418,9172996593,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698674388058,-73.820618184508,409,29,014202,4196815,4093580001,QN54
50107262,SIPPY CAFE,Brooklyn,200,FRANKLIN STREET,11222,3479779167,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.732320642569,-73.957982334723,301,33,056300,3064253,3025320001,BK76
40760795,BARNES & NOBLE CAFE,Brooklyn,106,COURT STREET,11201,7182464996,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.690552667885,-73.99196234631,302,33,000900,3378157,3002700001,BK09
50070612,COCO FRESH TEA & JUICE,Queens,182-04,HORACE HARDING EXPRESSWAY,11365,3477324797,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.739185125941,-73.791744570187,408,24,134100,4152767,4070710001,QN41
41333188,VIVI BUBBLE TEA,Manhattan,49,BAYARD STREET,10013,2125666833,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.715206451998,-73.997337823706,103,01,002900,1001798,1001630030,MN27
50104818,BLUE BOTTLE COFFEE,Manhattan,2901,BROADWAY,10025,9174859549,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.806173485886,-73.965250308478,109,07,019900,1057350,1018950055,MN09
50104818,BLUE BOTTLE COFFEE,Manhattan,2901,BROADWAY,10025,9174859549,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.806173485886,-73.965250308478,109,07,019900,1057350,1018950055,MN09
50111042,BLANK STREET,Brooklyn,253,BERGEN STREET,11217,9175103862,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.683997237797,-73.983471974578,302,33,003900,3332453,3001970060,BK38
41333188,VIVI BUBBLE TEA,Manhattan,49,BAYARD STREET,10013,2125666833,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.715206451998,-73.997337823706,103,01,002900,1001798,1001630030,MN27
50104818,BLUE BOTTLE COFFEE,Manhattan,2901,BROADWAY,10025,9174859549,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,26,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.806173485886,-73.965250308478,109,07,019900,1057350,1018950055,MN09
50105717,LITTLE TOWN COFFEE SHOP,Queens,90-17,130 STREET,11418,9172996593,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,07/19/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698674388058,-73.820618184508,409,29,014202,4196815,4093580001,QN54
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,38,WASHINGTON AVENUE,11205,7188551000,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,22,,,02/21/2022,Cycle Inspection / Initial Inspection,40.697451500687,-73.967690973089,302,35,054300,3334432,3018740030,BK99
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,38,WASHINGTON AVENUE,11205,7188551000,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,02/21/2022,Cycle Inspection / Initial Inspection,40.697451500687,-73.967690973089,302,35,054300,3334432,3018740030,BK99
41333188,VIVI BUBBLE TEA,Manhattan,49,BAYARD STREET,10013,2125666833,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.715206451998,-73.997337823706,103,01,002900,1001798,1001630030,MN27
50070612,COCO FRESH TEA & JUICE,Queens,182-04,HORACE HARDING EXPRESSWAY,11365,3477324797,Coffee/Tea,07/19/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,07/19/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.739185125941,-73.791744570187,408,24,134100,4152767,4070710001,QN41
40736135,STARBUCKS,Manhattan,200,MADISON AVENUE,10016,2126846873,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.748521092266,-73.98241287589,105,04,008200,1017122,1008650014,MN20
41088457,JOE,Manhattan,9,EAST   13 STREET,10003,2129247400,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,2,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.735059195229,-73.993512161764,102,02,006100,1009403,1005717501,MN23
40715364,STARBUCKS,Manhattan,665,BROADWAY,10012,9175340799,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.727346486567,-73.995161746242,102,01,005501,1083504,1005320015,MN23
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
50083998,BROOKLYN PERK,Brooklyn,605,FLATBUSH AVENUE,11225,3474582941,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.65856125966,-73.960487043635,309,40,079801,3115286,3050370010,BK60
50083998,BROOKLYN PERK,Brooklyn,605,FLATBUSH AVENUE,11225,3474582941,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.65856125966,-73.960487043635,309,40,079801,3115286,3050370010,BK60
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
41216820,WYCKOFF STARR,Brooklyn,30,WYCKOFF AVENUE,11237,7184849766,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.70622399328,-73.922327616257,304,34,044700,3072600,3031880040,BK77
41061082,NINTH STREET ESPRESSO,Manhattan,700,EAST    9 STREET,10009,2123589225,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.725217255644,-73.977847930217,103,02,002602,1004529,1003780009,MN28
41061082,NINTH STREET ESPRESSO,Manhattan,700,EAST    9 STREET,10009,2123589225,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.725217255644,-73.977847930217,103,02,002602,1004529,1003780009,MN28
41216820,WYCKOFF STARR,Brooklyn,30,WYCKOFF AVENUE,11237,7184849766,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.70622399328,-73.922327616257,304,34,044700,3072600,3031880040,BK77
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
41216820,WYCKOFF STARR,Brooklyn,30,WYCKOFF AVENUE,11237,7184849766,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.70622399328,-73.922327616257,304,34,044700,3072600,3031880040,BK77
40715364,STARBUCKS,Manhattan,665,BROADWAY,10012,9175340799,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.727346486567,-73.995161746242,102,01,005501,1083504,1005320015,MN23
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
40736135,STARBUCKS,Manhattan,200,MADISON AVENUE,10016,2126846873,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,07/20/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.748521092266,-73.98241287589,105,04,008200,1017122,1008650014,MN20
40715364,STARBUCKS,Manhattan,665,BROADWAY,10012,9175340799,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.727346486567,-73.995161746242,102,01,005501,1083504,1005320015,MN23
50106989,OOH LA LA CAFE,Manhattan,19,CLINTON STREET,10002,9174727244,Coffee/Tea,07/20/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,N,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.720730615844,-73.984224030264,103,02,003001,1088336,1003500026,MN27
50064131,CAFE 1 OF A KIND,Queens,25513,NORTHERN BLVD,11362,3477714685,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,07/21/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.772047684943,-73.734315647401,411,19,147900,4314871,4081390051,QN45
50106145,KELVIN COFFEE SHOP & PIZZA,Queens,15019,LIBERTY AVE,11433,9177446145,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698026184674,-73.802007510124,412,27,020800,4215645,4101070155,QN61
50106145,KELVIN COFFEE SHOP & PIZZA,Queens,15019,LIBERTY AVE,11433,9177446145,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698026184674,-73.802007510124,412,27,020800,4215645,4101070155,QN61
50106145,KELVIN COFFEE SHOP & PIZZA,Queens,15019,LIBERTY AVE,11433,9177446145,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698026184674,-73.802007510124,412,27,020800,4215645,4101070155,QN61
41180292,STARBUCKS,Manhattan,455,MAIN STREET,10044,2123711290,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,07/21/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.75915932796,-73.95200576572,108,05,023801,1087189,1013737501,MN31
50106145,KELVIN COFFEE SHOP & PIZZA,Queens,15019,LIBERTY AVE,11433,9177446145,Coffee/Tea,07/21/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.698026184674,-73.802007510124,412,27,020800,4215645,4101070155,QN61
