Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1399368035,HCT1790,NY,PAS,01/05/2016,14,SDN,TOYOT,X,29650,35010,35030,20171123,0020,20,1,161419,0001,0000,0743P,,NY,O,50,RIVERSIDE BLVD,,0,408,C,,BBBBBBB,ALL,ALL,,0,2009,-,0,,,,,,,,,,,,,
1399368047,HDB5181,NY,PAS,01/05/2016,14,SDN,HONDA,X,29650,35010,35030,20171228,0020,20,1,161419,0001,0000,0740P,,NY,O,50,RIVERSIDE BLVD,,0,408,C,,BBBBBBB,ALL,ALL,BURGU,0,2010,-,0,,,,,,,,,,,,,
1399369763,Y30GBD,NJ,PAS,01/02/2016,14,SUBN,JEEP,X,29650,35010,35030,0,0020,20,1,160672,0001,0000,0930P,,NY,O,50,RIVERSIDE BOULEVARD,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1399369775,GWR6924,NY,PAS,01/02/2016,14,SDN,VOLKS,X,0,40404,40404,20161027,0020,20,1,160672,0001,0000,0933P,,NY,O,50,RIVERSIDE VLVD,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,,,,,,,,,
1399369787,GWR6924,NY,PAS,01/03/2016,14,SDN,VOLKS,X,29650,35010,35030,20161027,0020,20,1,160672,0001,0000,0710P,1014A,NY,O,50,RIVERSIDE BLVD,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,,,,,,,,,
1399369829,L2271F,99,PAS,01/05/2016,14,SUBN,SUBAR,X,29650,35010,35030,20160688,0020,20,1,160672,0001,0000,0738P,,NY,O,50,RIVERSIDE BLVD,,0,408,D,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,,,,,,,,,
1399369854,YVN248,NY,PAS,01/09/2016,14,SUBN,SUBAR,X,0,0,0,20161207,0020,20,1,160672,0001,0000,0515P,,NY,O,50,RVS BLVD,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2015,-,0,,,,,,,,,,,,,
1399372403,PEB17A,NJ,PAS,01/03/2016,14,SUBN,LEXUS,X,29650,35010,35030,0,0020,20,1,160465,0001,0000,0713P,,NY,O,50,RIVERSIDE BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1399372427,HAA1565,NY,PAS,01/02/2016,14,SDN,HONDA,X,29650,35010,35030,20170719,0020,20,1,160465,0001,0000,0936P,,NY,,50,RIVERSIDE BLVD,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2015,-,0,,,,,,,,,,,,,
1399372439,Y87FJW,NJ,PAS,01/02/2016,14,SDN,INFIN,X,29650,35010,35030,0,0020,20,1,160465,0001,0000,0932P,,NY,O,50,RIVERSIDE BLVD,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,,,,,,,,,
1399880974,GCR1196,NY,PAS,01/03/2016,41,SUBN,ACURA,P,0,40404,40404,20161122,0020,20,20,943199,0020,0000,0833A,,BX,F,31,ADMANA,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,,,,,,,,,
1400606214,J21DVH,NJ,PAS,01/04/2016,40,SDN,HONDA,P,34970,11710,44990,0,0020,20,20,957339,0020,0000,0108A,,NY,F,225,W 60 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,0,-,4,,,,,,,,,,,,,
1400606226,JBS2728,PA,PAS,01/04/2016,40,SDN,HYUND,P,21045,35090,35130,0,0020,20,20,957337,0020,0000,0147A,,NY,F,161,FREEDOM PLACE,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,0,-,3,,,,,,,,,,,,,
1400608041,ZIA192,LA,PAS,01/02/2016,17,SDN,BMW,P,35430,14510,15710,0,0020,20,20,940517,0020,0000,1115A,,NY,F,70,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1400608053,GVG5034,NY,PAS,01/02/2016,17,SDN,BMW,P,35430,14510,15710,20161121,0020,20,20,940517,0020,0000,0248P,,NY,F,70,W 83 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,,,,,,,,,
1400608065,W86GBY,NJ,PAS,01/03/2016,40,SUBN,TOYOT,P,35410,14510,15710,0,0020,20,20,940517,0020,0000,1115A,,NY,F,51,W 82 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,10,,,,,,,,,,,,,
1400609288,GLB9578,NY,PAS,01/08/2016,17,SUBN,AUDI,P,35430,14510,15710,20151115,0020,20,20,933082,0020,0000,0720P,,NY,F,71,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,,,,,,,,,
1400609290,KYOSAH,NY,PAS,01/08/2016,67,SDN,TOYOT,P,29690,44990,29690,20170417,0020,20,20,933082,0020,0000,0740P,,NY,O,109,RIVERSIDE DRIVE,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,,,,,,,,,
1400609306,WKB86E,NJ,PAS,01/09/2016,19,SDN,HONDA,P,29690,44990,29690,0,0020,20,20,933082,0020,0000,0352P,,NY,O,11,RIVERSIDE DRIVE,,0,408,F7,,BBBBBBB,ALL,ALL,GOLD,0,0,-,0,,,,,,,,,,,,,
1400609999,GVZ7532,NY,PAS,01/01/2016,20,SUBN,AUDI,P,35430,14510,15710,20170315,0020,20,20,958053,0020,0000,0340P,,NY,F,70,W 83RD ST,,0,408,C4,,BBBBBBB,ALL,ALL,GREY,0,2015,-,0,,,,,,,,,,,,,
1400610000,V86FRM,NJ,PAS,01/01/2016,20,SUBN,JEEP,P,35430,14510,15710,0,0020,20,20,958053,0020,0000,0340P,,NY,F,70,W 83RD ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1400610047,GDZ3353,NY,PAS,01/02/2016,40,SDN,NISSA,P,35410,15710,11710,20161226,0020,20,20,958053,0020,0000,0433P,,NY,F,159,W 82ND ST,,0,408,I4,,BBBBBBB,ALL,ALL,GREY,0,2001,-,6,,,,,,,,,,,,,
1400616232,GGP6431,NY,PAS,01/08/2016,20,SUBN,ACURA,P,31190,36010,36030,20160128,0020,20,20,951273,0020,0000,1230A,,NY,F,46,ST NICHOLAS AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2016,-,0,,,,,,,,,,,,,
1400661067,GHF1799,NY,PAS,01/03/2016,46,VAN,FORD,P,35250,15710,11710,20170129,0020,20,20,952736,0020,0000,0457A,,NY,F,134,W 74 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2006,-,0,,,,,,,,,,,,,
1400661079,NYP6481,NY,PAS,01/03/2016,98,SDN,VOLKS,P,35130,14510,15710,20160731,0020,20,20,952736,0020,0000,0935A,,NY,F,67,W 68TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,,,,,,,,,
1400661493,GKL6473,NY,PAS,01/14/2016,14,SUBN,BMW,P,15710,35310,35330,20171216,0020,20,20,932501,0020,0000,0717A,,NY,F,385,COLUMBUS AVE,,0,408,E2,,YYYYYBB,0700A,1000A,GY,0,2011,-,0,,,,,,,,,,,,,
1400663490,GTR4397,NY,PAS,01/02/2016,19,SUBN,JEEP,P,35350,15710,11710,20161111,0020,20,20,932862,0020,0000,0634P,,NY,F,175,W 79 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,,,,,,,,,
1400663507,GLA5795,NY,PAS,01/03/2016,19,SUBN,DODGE,P,35350,15710,11710,20171031,0020,20,20,932862,0020,0000,0342A,,NY,F,175,W 79 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2012,-,0,,,,,,,,,,,,,
1400663519,HCM6499,NY,OMS,01/03/2016,17,SDN,,P,35430,14510,15710,20160930,0020,20,20,932862,0020,0000,0415P,,NY,F,68,W 83 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,,,,,,,,,,
1400663908,PQT5462,GA,PAS,01/17/2016,40,SDN,KIA,P,35190,14510,15710,0,0020,20,20,937862,0020,0000,0110A,,NY,F,57,W 71 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLUE,0,0,-,4,,,,,,,,,,,,,
1400663910,GYG6494,NY,PAS,01/18/2016,40,SUBN,AUDI,P,35170,14510,15710,20170630,0020,20,20,937862,0020,0000,0155A,,NY,F,31,W  70 ST,,0,408,F6,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,2,,,,,,,,,,,,,
1400664469,X55HGK,QB,PAS,01/03/2016,40,SDN,BMW,P,35310,14510,15710,0,0020,20,20,937251,0020,0000,0445P,,NY,F,2,W 77 ST,,0,408,C4,,BBBBBBB,ALL,ALL,GRY,0,0,-,8,,,,,,,,,,,,,
1400664494,G16FPH,NJ,PAS,01/09/2016,40,SDN,HONDA,P,35270,15710,11710,0,0020,20,70,937251,0070,0000,0930P,,NY,F,156,W 75 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,0,-,1,,,,,,,,,,,,,
1400664731,3935488,NH,PAS,01/01/2016,19,SDN,HONDA,P,35210,13610,44990,0,0020,20,20,944669,0020,0000,0445A,,NY,F,264,W 72 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1400664743,GXV4907,NY,PAS,01/15/2016,46,SDN,HYUND,P,35390,44990,29690,20170626,0020,20,20,944669,0020,0000,0115A,,NY,F,316,W 81 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,,,,,,,,,
1400664755,HAN4685,NY,PAS,01/15/2016,46,SUBN,BMW,P,35050,11710,44990,20160829,0020,20,20,944669,0020,0000,0130A,,NY,O,236,W 64 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,,,,,,,,,
1400665243,Z32ELK,NJ,PAS,01/16/2016,17,SDN,VOLKS,P,35410,15710,11710,0,0020,20,20,939167,0020,0000,0458P,,NY,F,109,W 82ND,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1400773064,GFD9862,NY,PAS,01/02/2016,14,SDN,TOYOT,P,29650,35010,35030,20170312,0020,20,20,956703,0020,0000,1055P,,NY,F,1,RIVERSIDE BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,,,,,,,,,
1400773088,GVA6345,NY,PAS,01/16/2016,14,SDN,TOYOT,P,29650,35170,35190,20161116,0020,20,20,956703,0020,0000,0412P,,NY,F,220,RIVERSIDE BLVD,,0,408,E3,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,,,,,,,,,
1400773090,JTE5182,PA,PAS,01/17/2016,40,SUBN,TOYOT,P,35290,44990,29690,0,0020,20,20,956703,0020,0000,1058P,,NY,F,325,W 76,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,7,,,,,,,,,,,,,
1400773866,SKIGRRL,VT,PAS,01/13/2016,40,SDN,SUBAR,P,35270,14510,15710,0,0020,20,20,923347,0020,0000,1222A,,NY,F,55,W 75TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1402366670,X74DVV,NJ,PAS,01/18/2016,17,SUBN,TOYOT,P,14510,35010,35030,0,0020,20,0,952723,0TD1,0000,0605P,,,O,25,CENTRAL PARK WEST,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,,,,,,,,,
1402366899,YYY24N,NJ,PAS,01/03/2016,17,SUBN,LEXUS,P,0,0,0,0,0020,20,0,952577,TD01,0000,0415P,,NY,,,S/E C/O W 62 ST,GRW,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,,,,,,,,,
1402366929,HBY8279,NY,PAS,01/03/2016,17,SUBN,TOYOT,P,14510,34990,35010,20170116,0020,20,0,952577,TD01,0000,0455P,,NY,O,15,CENTRAL PARK WEST,,0,408,C4,,BBBBBBB,ALL,ALL,GOLD,0,2015,-,0,,,,,,,,,,,,,
1402367077,T74FTM,NJ,PAS,01/19/2016,17,SDN,HONDA,P,14510,34990,35010,0,0020,20,0,927420,TD01,0000,0129P,,NY,O,15,CENTRAL PARK WEST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,,,,,,,,,
1403097021,45759PC,NY,COM,01/05/2016,45,DELV,INTR,P,44990,35270,35290,20160131,0020,20,20,956949,0020,0000,0921A,,NY,F,330,WEST END AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,,,,,,,,,
1403097069,XY122K,NY,COM,01/07/2016,40,P-U,GMC,P,44990,35410,35430,0,0020,20,20,956949,0020,0000,0203P,,NY,F,465,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1403097616,S5D453,NY,PAS,01/07/2016,46,SDN,ME/BE,P,34810,10410,10510,20161119,0020,20,20,943171,0020,0000,0104P,,NY,F,73,W 52,,0,408,E1,,BBBBBBB,ALL,ALL,BLACK,0,2007,-,0,,,,,,,,,,,,,
1403098244,XBY647,NY,COM,01/15/2016,19,DELV,ISUZU,P,0,0,0,0,0020,20,20,944492,0020,0000,0639P,,NY,F,200,R/S BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,M/C,0,0,-,0,,,,,,,,,,,,,
1403098372,XW468G,NJ,PAS,01/04/2016,9,DELV,ISUZU,P,14510,35230,35250,0,0020,20,20,941399,0020,0000,0638P,,NY,O,135,CENTRAL PK WEST,,0,408,F1,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,,,,,,,,,
1403098384,XW468G,NJ,PAS,01/04/2016,46,DELV,ISUZU,P,14510,35230,35250,0,0020,20,20,941399,0020,0000,0638P,,NY,O,135,CENTRAL PK WEST,,0,408,E1,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,,,,,,,,,
1403098499,HBX3344,NY,PAS,01/02/2016,46,SDN,PONTI,P,11710,35410,35430,20171207,0020,20,20,943699,0020,0000,0700P,,NY,F,462,AMSTERDAM AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,,,,,,,,,
1403099303,GKU2815,NY,PAS,01/07/2016,74,SDN,ROVER,P,35350,11710,13610,20171021,0020,20,20,917978,0020,0000,1237A,,NY,F,212,W 79 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,,,,,,,,,
1403099315,GKU2815,NY,PAS,01/07/2016,75,SDN,ROVER,P,35350,11710,13610,20171021,0020,20,20,917978,0020,0000,1237A,,NY,F,212,W 79 ST,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,,,,,,,,,
1403099327,ZXV11C,NJ,PAS,01/16/2016,40,SDN,LEXUS,P,35470,13610,44990,0,0020,20,20,917978,0020,0000,1259A,,NY,O,250,W 85 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,7,,,,,,,,,,,,,
1403099730,JSZ4791,PA,PAS,01/04/2016,40,SDN,NISSA,P,35330,11710,13610,0,0020,20,20,937885,0020,0000,0951P,,NY,F,215,W 78 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,2,,,,,,,,,,,,,
1403099900,GBX9475,NY,PAS,01/11/2016,19,SUBN,HONDA,P,35210,14510,15710,20160401,0020,20,20,953302,0020,0000,0601P,,NY,F,24,WEST 72 STREET,,0,408,J5,,BBBBBBB,ALL,ALL,GRAY,0,2006,-,0,,,,,,,,,,,,,
1403099911,GFF3693,NY,PAS,01/18/2016,40,FOUR,NISSA,P,35150,14510,15710,20170320,0020,20,20,953302,0020,0000,1048P,,NY,F,29,WEST 69 STREET,,0,408,E5,,BBBBBBB,ALL,ALL,BURG,0,2010,-,0,,,,,,,,,,,,,
1403100317,H56FBL,NJ,PAS,01/09/2016,98,SDN,ME/BE,P,21045,35090,35130,0,0020,20,20,952811,0020,0000,1030A,,NY,O,161,FREEDOM PL,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1403100500,GYP8878,NY,PAS,01/05/2016,19,SUBN,JEEP,P,29690,35310,35330,20170615,0020,20,20,957013,0020,0000,0428P,,NY,F,52,RIVERSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2015,-,0,,,,,,,,,,,,,
1403100536,JGY358,SC,PAS,01/18/2016,14,SDN,MAZDA,P,35430,15710,11710,0,0020,20,20,957013,0020,0000,0830P,,NY,F,146,W 83RD ST,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,,,,,,,,,
1403100548,GWA8503,NY,PAS,01/18/2016,19,SDN,LEXUS,P,14510,35030,35050,20170219,0020,20,20,957013,0020,0000,0444P,,NY,O,33,CENTRAL PARK WEST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,,,,,,,,,
1403100550,K82FBW,NJ,PAS,01/18/2016,40,SDN,TOYOT,P,35430,15710,11710,0,0020,20,20,957013,0020,0000,0827P,,NY,F,142,W 83RD ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,,,,,,,,,
1403171130,HBR7494,NY,PAS,01/01/2016,19,SUBN,DODGE,P,14510,35310,35390,20171012,0020,20,20,952976,0020,0000,0429P,,NY,O,200,CENTRAL PK WEST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,,,,,,,,,
1403171142,GYG5514,NY,PAS,01/01/2016,19,SDN,FORD,P,14510,35310,35390,20170514,0020,20,20,952976,0020,0000,0430P,,NY,O,200,CENTRAL PK WEST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,,,,,,,,,
1403171154,JKP4396,PA,PAS,01/01/2016,14,SDN,MINI,P,35430,15710,11710,0,0020,20,20,952976,0020,0000,0440P,,NY,F,136,W 83 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
1403171166,GBK8816,NY,PAS,01/02/2016,19,SUBN,JEEP,P,35350,15710,11710,20160816,0020,20,20,952976,0020,0000,1030P,,NY,F,175,W 79 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WT,0,2015,-,0,,,,,,,,,,,,,
1403171178,GUK2886,NY,PAS,01/02/2016,19,SUBN,JEEP,P,35350,15710,11710,20161117,0020,20,20,952976,0020,0000,1030P,,NY,F,175,W 79 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,,,,,,,,,
1403171180,PQN5511,GA,PAS,01/02/2016,19,SUBN,ACURA,P,0,40404,40404,0,0020,20,20,992976,0020,0000,1032P,,NY,F,411,AMSTERDAM,,0,408,C3,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,,,,,,,,,
1403171191,PHA209,LA,PAS,01/02/2016,17,SDN,HONDA,P,35430,14510,15710,0,0020,20,20,952976,0020,0000,1043P,,NY,F,70,W 83 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GN,0,0,-,0,,,,,,,,,,,,,
1403171245,M29FHB,NJ,PAS,01/02/2016,40,SDN,VOLKS,P,35470,15710,11710,0,0020,20,20,952976,0020,0000,1055P,,NY,F,146,W 85 ST,,0,408,C,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,,,,,,,,,
1403171270,V74CZP,NJ,PAS,01/02/2016,20,SDN,HYUND,P,35430,15710,11710,0,0020,20,20,952470,0020,0000,1100P,,NY,F,150,W 83 ST,,0,408,D,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
1403171282,X228NP,NY,PAS,01/02/2016,40,SUBN,INFIN,P,35410,15710,11710,20160912,0020,20,20,952976,0020,0000,1115P,,NY,F,159,W 82 ST,,0,408,D,,BBBBBBB,ALL,ALL,RD,0,0,-,0,,,,,,,,,,,,,
