CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50105594,HIBISCUS BREW,Brooklyn,546,FLATBUSH AVENUE,11225,3478243537,Coffee/Tea,07/28/2021,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,13,A,07/28/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.66072973123,-73.960766891812,309,40,079802,3114594,3050260065,BK60
50106739,LE PETIT MONSTRE,Brooklyn,82,WASHINGTON AVENUE,11205,7189091913,Vegan,07/28/2021,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,09/09/2021,Administrative Miscellaneous / Initial Inspection,40.696391963652,-73.967496750303,302,35,054300,3054140,3018740001,BK99
50110079,CAPRIOTTI'S SANDWICH SHOP,Brooklyn,88,LIVINGSTON STREET,11201,9175592812,Sandwiches,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,07/20/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.69139797019,-73.990793902633,302,33,000900,3002652,3002690033,BK09
50110079,CAPRIOTTI'S SANDWICH SHOP,Brooklyn,88,LIVINGSTON STREET,11201,9175592812,Sandwiches,07/20/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,07/20/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.69139797019,-73.990793902633,302,33,000900,3002652,3002690033,BK09
50059006,GLAZE TERIYAKI,Brooklyn,145,NORTH    4 STREET,11211,3479873950,Japanese,07/27/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2,A,07/27/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.715981483455,-73.959197522151,301,34,055300,3062334,3023440033,BK73
50108619,SILVER CHICKEN AND SEAFOOD,Brooklyn,832,CLARKSON AVENUE,11203,9175625088,Seafood,07/26/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,07/26/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.656612037778,-73.930685857753,317,41,086800,3100830,3046370001,BK96
50111382,ONLY ONE,Brooklyn,4705,8 AVENUE,11220,9292835303,Coffee/Tea,07/26/2021,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,50,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.642684011454,-74.002057512363,312,38,009400,3012469,3007690007,BK34
50038867,LELLA ALIMENTARI,Brooklyn,325,MANHATTAN AVENUE,11211,9175359142,Coffee/Tea,07/23/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,,,09/09/2021,Cycle Inspection / Initial Inspection,40.7151636782,-73.946215412621,301,34,050100,3068573,3027530029,BK90
41486245,NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238,7182308881,Chinese,07/20/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,73,,,09/09/2021,Cycle Inspection / Initial Inspection,40.688764610588,-73.959993104492,302,35,023100,3055594,3019480032,BK69
41440450,"KFC, TACO BELL",Brooklyn,208,MCGUINNESS BOULEVARD,11222,7183836666,Tex-Mex,07/26/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,,09/09/2021,Cycle Inspection / Initial Inspection,40.729468769815,-73.950915949393,301,33,057900,3337670,3025770001,BK76
40593844,THE ORIGINAL PIZZA OF 4TH AVE,Brooklyn,6823,4 AVENUE,11220,7188368055,Pizza,07/19/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,07/19/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.635092336041,-74.023311006826,310,43,013000,3145250,3058640001,BK31
50064139,FURMAN'S COFFEE,Brooklyn,547,NOSTRAND AVENUE,11216,7186383780,Coffee/Tea,07/26/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,29,,,09/09/2021,Cycle Inspection / Initial Inspection,40.678755829996,-73.949651903194,303,36,024700,3053941,3018670004,BK61
41683539,HAPPY GARDEN CHINESE RESTAURANT,Brooklyn,2192,PITKIN AVENUE,11207,7189222885,Chinese,07/22/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9,,,09/09/2021,Cycle Inspection / Initial Inspection,40.672490599903,-73.891735641935,305,37,115200,3083985,3037420022,BK82
50054953,SIX2 RESTAURANT & BAKERY,Brooklyn,1101,CLARKSON AVENUE,11212,3472233941,Caribbean,07/27/2021,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9,A,07/27/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.660141472156,-73.921620973445,317,41,088400,3100683,3046310057,BK96
50055382,ANGELICA'S CAFE,Brooklyn,424,CHURCH AVENUE,11218,3474425226,American,07/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,64,,,09/09/2021,Cycle Inspection / Initial Inspection,40.644108862432,-73.976289454057,312,39,049400,3124664,3053370062,BK41
41567437,ANGELA'S BAKERY,Brooklyn,717,KNICKERBOCKER AVENUE,11221,7184180095,Bakery Products/Desserts,07/23/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,,,09/09/2021,Cycle Inspection / Initial Inspection,40.694113347868,-73.910091718149,304,37,043700,3078032,3033920007,BK77
40896929,COURT ORDER,Brooklyn,52,COURT STREET,11201,7189359300,Sandwiches,07/19/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11,A,07/19/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.692259854836,-73.991121932695,302,33,000900,3002550,3002650049,BK09
41127877,BLUE NILE RESTAURANT,Brooklyn,621,FLATBUSH AVENUE,11225,7184620461,Caribbean,07/19/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,,,09/09/2021,Cycle Inspection / Initial Inspection,40.658182462796,-73.960436810207,309,40,079801,3115281,3050370001,BK60
40859724,ESTIHANA ASIAN RESTAURANT& SUSHI,Brooklyn,1217,AVENUE J,11230,7186771515,Jewish/Kosher,07/22/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,07/22/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.624905883575,-73.963932913967,314,44,053000,3179524,3067050046,BK43
41322705,FISHERMAN'S COVE,Brooklyn,4,NEWKIRK PLAZA,11226,7188591580,Caribbean,07/26/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,28,,,09/09/2021,Cycle Inspection / Initial Inspection,40.635461959982,-73.962806666785,314,40,052000,3121176,3052360012,BK42
50107342,ALITA,Brooklyn,797,GRAND STREET,11211,9176787809,Coffee/Tea,07/27/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.711886813681,-73.941409795487,301,34,049500,3069486,3027840028,BK90
50085672,CHLOE'S,Brooklyn,9413,AVENUE L,11236,3477709051,Caribbean,07/21/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,45,,,09/09/2021,Cycle Inspection / Initial Inspection,40.63730498816,-73.897420927382,318,46,099000,3231705,3082400004,BK50
50090163,PLACE TO BEACH CANTINA,Brooklyn,1301,BOARDWALK WEST,11224,7183735862,American,07/31/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,,09/09/2021,Cycle Inspection / Initial Inspection,40.573047216444,-73.980864643011,313,47,035200,3189663,3070740382,BK21
50082765,KACHE RESTAURANT AND LOUNGE,Brooklyn,2192,FLATBUSH AVENUE,11234,5168702626,Caribbean,07/23/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,09/09/2021,Cycle Inspection / Initial Inspection,40.616543401516,-73.930201742621,318,46,065200,3220776,3078890074,BK45
50053100,NEW TUNG HING,Brooklyn,5224,4 AVENUE,11220,9176370007,Chinese,07/19/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9,A,07/19/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.645167208936,-74.013938275274,307,38,007600,3013858,3008060047,BK32
41486245,NEW PEKING,Brooklyn,344,CLASSON AVENUE,11238,7182308881,Chinese,07/20/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,73,,,09/09/2021,Cycle Inspection / Initial Inspection,40.688764610588,-73.959993104492,302,35,023100,3055594,3019480032,BK69
50017827,TACO BELL,Brooklyn,8625,4 AVENUE,11209,7188360812,Tex-Mex,07/26/2021,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,07/26/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.622061640285,-74.028641343475,310,43,016000,3153517,3060450001,BK31
50105072,LOONY'S,Brooklyn,1025,CORTELYOU ROAD,11218,3477891943,"Juice, Smoothies, Fruit Salads",07/31/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,50,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.639383220478,-73.96851549796,314,40,152200,3338565,3051410112,BK42
50109773,ZINGER CHICKEN & GRILL,Brooklyn,367,AVENUE X,11223,3474624272,Chicken,07/27/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.590633342082,-73.969438703721,315,47,038800,3194578,3071760038,BK25
50110079,CAPRIOTTI'S SANDWICH SHOP,Brooklyn,88,LIVINGSTON STREET,11201,9175592812,Sandwiches,07/20/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,07/20/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.69139797019,-73.990793902633,302,33,000900,3002652,3002690033,BK09
50106523,SIMPLY GREEK,Brooklyn,242,5 AVENUE,11215,7183048155,Greek,07/19/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,49,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.675386521777,-73.981166838079,306,39,013300,3020253,3009580046,BK37
41083785,PAKIZA RESTAURANT,Brooklyn,1032,CONEY ISLAND AVENUE,11230,7184345596,Pakistani,07/26/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,09/09/2021,Cycle Inspection / Initial Inspection,40.632564716345,-73.96686864438,314,40,048200,3128206,3054290027,BK42
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,07/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,07/30/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.610379811121,-73.954360538415,315,48,055000,3182512,3067820009,BK44
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,07/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,07/30/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.610379811121,-73.954360538415,315,48,055000,3182512,3067820009,BK44
40380657,PETE'S CLAM STOP,Brooklyn,1320,SURF AVENUE,11224,7183720302,American,07/31/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,,,09/09/2021,Cycle Inspection / Initial Inspection,40.575528666625,-73.981850250554,313,47,035200,3329350,3070740250,BK21
50084369,NITEHAWK CINEMA,Brooklyn,188,PROSPECT PARK W,11215,6462795577,American,07/30/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24,,,09/09/2021,Cycle Inspection / Initial Inspection,40.661538816934,-73.979404620647,306,39,016700,,3,BK37
50064555,SYCAMORE,Brooklyn,1118,CORTELYOU ROAD,11218,3472405850,American,07/20/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,07/20/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.639745295786,-73.967668576794,314,40,052600,3118611,3051540009,BK42
41348754,GRILL ON LEE,Brooklyn,108,LEE AVENUE,11211,7189632700,Jewish/Kosher,07/22/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,,,09/09/2021,Cycle Inspection / Initial Inspection,40.704472439611,-73.958573420749,301,33,053300,3060171,3021990022,BK72
50053100,NEW TUNG HING,Brooklyn,5224,4 AVENUE,11220,9176370007,Chinese,07/19/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,07/19/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.645167208936,-74.013938275274,307,38,007600,3013858,3008060047,BK32
50037588,BAKERY 88,Brooklyn,5711,8 AVENUE,11220,7188538188,Bakery Products/Desserts,07/19/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,,,09/09/2021,Cycle Inspection / Initial Inspection,40.637059699168,-74.007908682192,312,38,010400,3140163,3056930005,BK34
50058799,MARTHA'S COUNTRY BAKERY,Brooklyn,175,BEDFORD AVENUE,11211,7184860500,Bakery Products/Desserts,07/27/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,07/27/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.718097054287,-73.957421360346,301,33,055300,3061941,3023200005,BK73
41188631,HUNAN DELIGHT,Brooklyn,752,UNION STREET,11215,7187891400,Chinese,07/28/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,35,,,09/09/2021,Cycle Inspection / Initial Inspection,40.675569922481,-73.978340361895,306,39,013300,3020146,3009560045,BK37
41188631,HUNAN DELIGHT,Brooklyn,752,UNION STREET,11215,7187891400,Chinese,07/28/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,35,,,09/09/2021,Cycle Inspection / Initial Inspection,40.675569922481,-73.978340361895,306,39,013300,3020146,3009560045,BK37
50102345,THE BERGEN,Brooklyn,1299,BERGEN STREET,11213,3472644069,American,07/22/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,33,N,,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.675678164221,-73.942198807364,308,36,031300,3340958,3012150050,BK61
50111522,ARABICA COFFEE,Brooklyn,20,OLD FULTON STREET,11201,7188652551,Coffee/Tea,07/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,07/30/2021,09/09/2021,Pre-permit (Operational) / Initial Inspection,40.702778015936,-73.994150078825,302,33,000100,3000000,3002010005,BK09
40806615,CAFE RENAISSANCE,Brooklyn,802-804,KINGS HIGHWAY,11223,7183821900,Jewish/Kosher,07/21/2021,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,A,07/21/2021,09/09/2021,Cycle Inspection / Initial Inspection,40.606510499805,-73.964465091593,315,44,041800,3177559,3066650034,BK25
